name,age,country,Ovr,BAT Ovr,Bowl Ovr,B-IQ,Tech,PWR,RUN,ECON,WKT,ACC,CLTH
Frederick Walker,27,New Zealand,65,28,64,31,28,18,73,71,68,52,34
Vasuki Koushik,29,India,61,25,60,31,23,18,42,67,67,34,30
Okuhle Cele,24,South Africa,71,22,71,30,19,18,24,69,65,94,79
Shivam Sharma,26,India,65,28,64,30,28,18,89,69,58,63,66
Kilco Marak,29,India,64,25,63,30,25,18,52,64,67,65,38
Charlie Morris,29,England,63,25,62,29,24,18,47,62,65,72,40
Nitin Yadav,29,India,60,25,59,29,26,18,48,64,65,28,41
Brad Evans,24,Zimbabwe,59,25,58,28,24,18,63,67,58,44,36
Amite Hasan,20,Bangladesh,26,23,25,28,18,18,56,27,28,10,18
Habibur Rahman,34,Bangladesh,59,22,59,27,19,18,42,55,56,57,84
Dulaj Ashen,21,Sri Lanka,31,24,30,27,24,18,52,35,32,10,25
Sanjit Saha,24,Bangladesh,66,20,66,26,15,18,21,67,65,95,40
Ottniel Baartman,28,South Africa,65,22,65,26,19,18,40,72,70,23,63
Kranthi Kumar,28,India,56,21,56,26,17,18,44,62,53,63,36
Md Saptulla,23,India,52,22,51,26,18,18,40,64,49,15,43
Rajinda Punchihewa,29,Sri Lanka,54,21,54,24,16,18,56,57,46,89,34
Hlomla Hanabe,20,South Africa,25,20,24,22,14,18,60,27,28,16,6
Bishworjit Konthoujam,26,India,70,17,70,20,14,18,13,70,65,79,82
Will Davis,25,England,64,19,64,20,14,18,41,60,60,75,84
Mohor Sheikh,24,Bangladesh,67,18,67,19,13,18,32,68,68,95,28
Roman Walker,21,England,65,17,65,19,14,18,16,68,72,42,50
Lance Morris,23,Australia,57,17,57,19,13,18,23,58,50,50,85
Chamika Gunasekara,22,Sri Lanka,76,17,76,17,13,18,28,74,74,91,78
Nabil Samad,35,Bangladesh,63,16,63,16,14,18,20,68,60,27,95
Kerwin Mungroo,27,South Africa,68,16,68,15,13,18,26,67,65,87,66
Sanchit Sharma,20,United Arab Emirates,58,14,58,14,12,18,5,63,45,50,98
Akhona Mnyaka,22,South Africa,56,15,56,14,12,18,14,65,61,25,33
Jabari Darrell,20,Bermuda,51,14,51,14,12,18,5,51,45,34,94
Freddie Heldreich,20,England,67,14,67,13,11,18,5,71,66,75,48
Ziyaad Abrahams,24,South Africa,66,14,66,13,11,18,5,68,65,34,92
Odirile Modimokoane,20,South Africa,65,14,65,13,12,18,5,71,68,38,56
Dilanka Auwardt,31,Sri Lanka,61,27,60,42,21,17,35,65,56,85,31
Joshua Stephenson,18,South Africa,57,24,56,41,17,17,16,62,63,27,30
Kavindu Silva,28,Sri Lanka,58,28,57,40,29,17,36,61,68,28,30
Minhajul Abedin,24,Bangladesh,27,26,24,38,24,17,32,27,28,8,8
Henan Nazir,24,India,27,25,26,37,21,17,24,27,28,11,28
Duvindu Tillakaratne,25,Sri Lanka,63,26,62,36,22,17,48,67,72,32,27
Naveen Fernando,21,Sri Lanka,54,25,53,36,22,17,27,52,41,92,61
David Moody,26,Australia,64,24,63,35,23,17,22,62,62,34,95
Saransh Jain,28,India,63,27,62,34,26,17,57,62,58,85,59
Cole Briggs,24,New Zealand,25,24,24,34,19,17,52,27,28,8,7
Patrick Rowe,21,Australia,28,25,27,33,18,17,75,27,28,10,36
Premraj Rajavelu,30,India,26,21,25,33,15,17,9,27,27,32,5
Hanu Viljoen,20,South Africa,30,21,29,32,15,17,11,27,28,30,38
Yashasvi Rishav,24,India,26,23,25,32,18,17,33,27,28,8,22
Risith Upamal,25,Sri Lanka,27,26,24,32,21,17,82,27,28,6,14
Sunil Yadav,30,India,52,27,51,31,28,17,64,52,36,95,64
Harshit Rathod,23,India,69,24,69,30,18,17,75,71,62,74,84
Joseph Lalthankhuma,21,India,33,22,32,29,18,17,37,34,31,7,48
Shivank Vashisht,26,India,77,25,77,28,22,17,77,73,79,65,96
Liam Norwell,30,England,50,23,49,27,21,17,59,54,47,48,41
Kevin Perera,21,Sri Lanka,26,21,25,27,14,17,63,27,28,14,20
Travis Ackerman,22,South Africa,34,19,34,26,16,17,14,32,36,40,25
Matthew Bacon,28,New Zealand,71,22,71,25,21,17,44,64,66,90,96
Sanjaya Ranaweera,35,Sri Lanka,71,19,71,25,16,17,19,65,70,89,81
Abhimanyu Lamba,26,India,64,20,64,25,16,17,42,62,57,91,72
Ayavuya Myoli,31,South Africa,59,23,58,25,24,17,48,58,53,38,95
Anderson Phillip,25,West Indies,53,19,53,25,15,17,25,57,57,40,36
Chathura Obeyesekere,23,Sri Lanka,75,18,75,24,13,17,25,71,71,84,94
Mukesh Kumar,28,India,65,21,65,24,17,17,47,67,62,50,82
Abdul Halim,23,Bangladesh,62,18,62,24,14,17,11,62,67,57,48
Manogaran Pooviarasan,20,India,53,17,53,24,11,17,5,51,42,94,68
Jake Gibson,24,New Zealand,56,22,56,23,17,17,75,58,53,44,72
Tilanga Udeshana,23,Sri Lanka,64,17,64,22,13,17,18,57,67,65,81
Matt Dunn,29,England,68,19,68,21,18,17,34,64,67,59,97
Sasika Dilshan,22,Sri Lanka,66,18,66,20,17,17,20,72,68,23,75
Ashish Rai,24,India,64,18,64,20,18,17,20,62,63,50,93
Chad Classen,25,South Africa,61,18,61,20,17,17,26,60,45,89,96
Ashmead Nedd,21,West Indies,60,18,60,20,15,17,22,69,54,19,91
Hossain Ali,23,Bangladesh,74,15,74,18,11,17,6,65,72,94,96
Mohammad Umar,22,Pakistan,65,16,65,18,13,17,16,62,60,91,69
Nealan van Heerden,25,South Africa,59,18,59,18,16,17,36,60,52,65,77
G Lalbiakvela,34,India,50,16,50,17,14,17,11,52,46,79,24
Bal Krishna,23,India,69,17,69,16,12,17,54,69,72,32,91
Kuldeep Sen,25,India,57,15,57,16,12,17,13,62,56,20,74
Oliver Carter,20,England,26,17,26,16,11,17,60,27,28,7,30
Vaibhav Arora,24,India,71,15,71,14,11,17,22,70,65,80,87
Sourabh Majumdar,23,India,68,14,68,14,11,17,13,70,68,68,59
Fazalhaq Farooqi,21,Afghanistan,63,14,63,14,11,17,18,64,57,70,77
Mbulelo Budaza,28,South Africa,58,14,58,14,11,17,12,62,65,20,50
Mehedi Hasan,20,Bangladesh,66,13,66,13,11,17,5,64,60,63,97
Abrar Ahmed,23,Pakistan,63,13,63,13,11,17,5,66,63,23,94
Mihlali Mpongwana,21,South Africa,57,13,57,13,11,17,5,63,65,32,30
Harry Duke,20,England,25,13,25,13,11,17,5,27,28,16,15
Jatinderpal Matharu,29,Canada,74,13,74,12,11,17,5,69,68,92,95
Vatsal Vaghela,19,United States of America,73,13,73,12,11,17,5,74,78,44,82
Khwezi Gumede,22,South Africa,69,13,69,12,11,17,5,68,73,72,52
Rakshann Readdi,21,India,66,13,66,12,11,17,5,69,61,46,96
Yuvraj Chaudhary,20,India,65,13,65,12,11,17,5,70,63,42,78
Maaz Khan,21,Pakistan,65,13,65,12,11,17,5,64,62,67,79
Naveen Gunawardene,23,Sri Lanka,64,13,64,12,11,17,5,68,60,88,43
Remruatdika Ralte,23,India,61,13,61,12,11,17,5,65,56,42,79
Lahiru Madusanka,20,Sri Lanka,60,13,60,12,11,17,5,62,42,92,95
Mohammad Santo,23,Bangladesh,59,13,59,12,11,17,5,61,49,88,59
Noman Chowdhury,20,Bangladesh,58,13,58,12,11,17,5,55,43,91,92
Trishank Gupta,20,India,56,13,56,12,11,17,5,65,42,89,40
Akhulile Mkatu,20,South Africa,27,13,27,12,11,17,5,27,28,28,17
Savin Gunasekara,25,Sri Lanka,39,28,38,44,25,16,30,45,32,46,25
Md Nazim,29,India,53,28,52,36,23,16,86,52,38,72,84
Amit Majumder,31,Bangladesh,29,28,25,36,25,16,75,27,27,30,6
Jacob Sachin,26,Sri Lanka,26,23,25,35,18,16,20,27,28,11,18
Vijay Rao,25,India,28,25,27,33,20,16,67,27,28,25,22
Sufiyan Alam,26,India,25,22,24,32,18,16,20,27,28,13,9
Chamal Perera,29,Sri Lanka,25,21,24,32,17,16,20,27,27,13,8
Shanuka Madushan,24,Sri Lanka,58,21,58,31,15,16,37,58,61,61,45
Ravi Kiran,31,India,68,19,68,30,13,16,18,66,62,79,93
Samar Quadri,32,India,64,23,64,30,22,16,38,66,57,80,63
Myendung Singpho,25,India,60,20,60,29,16,16,17,61,60,27,85
Dhruv Parashar,24,India,25,19,24,29,14,16,14,27,28,3,13
Sankalpa Waduge,24,Sri Lanka,62,22,62,28,16,16,66,57,61,57,89
Jan Coetzer,19,South Africa,51,18,51,27,12,16,9,48,40,89,66
Mohammad Ibrahim,19,Pakistan,68,18,68,26,12,16,11,71,71,17,95
Akash Madhwal,28,India,66,19,66,26,15,16,28,65,61,61,91
Abdul Nasir,23,Pakistan,60,20,60,26,12,16,63,68,54,16,97
Akash Sengupta,21,India,51,18,51,26,13,16,11,51,41,54,84
Nilanka Premaratne,33,Sri Lanka,54,24,53,25,22,16,78,59,43,61,63
Athar Mahmood,22,Pakistan,52,18,52,25,13,16,11,51,54,22,82
Rakibul Islam,24,Bangladesh,27,19,26,25,14,16,37,27,28,27,15
Lee Yong Lepcha,30,India,39,19,39,24,13,16,38,39,34,83,17
Shekhar Kumar Singh,22,India,26,16,26,24,10,16,5,27,28,13,28
Vijai Raja,23,India,56,16,56,23,10,16,5,55,41,83,97
Kavindu Ranasinghe,21,Sri Lanka,50,16,50,23,10,16,5,61,41,61,33
Logesh Prabagaran,22,India,43,16,43,23,10,16,5,50,40,28,38
Nitesh Hooda,22,India,55,15,55,22,10,16,5,61,40,67,79
Janindu Inuwara,22,Sri Lanka,34,16,34,22,11,16,7,35,32,19,48
Kavindana Perera,21,Sri Lanka,26,18,26,22,10,16,60,27,28,11,33
Hershell America,28,South Africa,75,18,75,19,16,16,37,69,73,82,97
Tanaka Chivanga,28,Zimbabwe,62,18,62,18,17,16,37,58,57,95,69
Kadeem Alleyne,21,West Indies,49,17,49,18,10,16,60,46,60,10,52
Xavier A Crone,24,Australia,54,14,54,17,11,16,8,54,40,74,93
Veer Pratap Singh,29,India,65,14,65,16,11,16,15,63,58,85,85
Rahul Batham,23,India,71,13,71,15,10,16,5,71,70,52,97
Arish Ali Khan,21,Pakistan,63,13,63,15,10,16,5,65,74,25,45
Chengkam Sangma,27,India,58,15,58,15,12,16,25,63,53,67,47
KM Asif,28,India,69,15,69,14,13,16,19,65,65,85,87
MB Darshan,26,India,62,13,62,14,10,16,5,64,68,36,57
Dylan Hondo,26,Zimbabwe,62,13,62,14,10,16,5,62,62,88,34
Abhijeet Saket,26,India,66,13,66,13,10,16,13,65,66,87,47
Babashafi Pathan,27,India,65,13,65,13,10,16,5,65,58,70,91
Sintu Majeza,22,South Africa,63,14,63,13,10,16,30,62,54,89,74
Shubham Kumar Singh,23,India,62,15,62,13,10,16,55,61,68,19,87
Sijomon Joseph,24,India,54,13,54,13,10,16,5,59,40,91,56
Rishiv Joshi,21,Canada,71,12,71,12,10,16,5,75,68,91,47
Dilshan Madushanka,21,Sri Lanka,67,12,67,12,10,16,5,65,68,89,45
Parth Bhut,24,India,66,15,66,12,10,16,60,66,56,91,84
Todd Murphy,21,Australia,60,12,60,12,10,16,5,62,46,79,91
Venura Gayashan,23,Sri Lanka,56,12,56,12,10,16,5,58,54,32,78
Mohit Jain,22,India,55,12,55,11,10,16,5,45,81,22,23
Henry Thornton,25,Australia,71,13,71,11,10,16,20,65,68,92,84
Ihsanullah,19,Pakistan,69,12,69,11,10,16,5,69,63,80,82
Kanagarathinam Kabilraj,22,Sri Lanka,69,12,69,11,10,16,5,65,61,93,95
Chamindu Wijesinghe,21,Sri Lanka,68,12,68,11,10,16,5,69,61,74,84
Danal Hemananda,18,Sri Lanka,68,12,68,11,10,16,5,69,76,63,34
Amit Kuila,26,India,67,12,67,11,10,16,5,59,63,88,94
Prashant Solanki,21,India,66,12,66,11,10,16,5,69,61,59,82
Rakibul Atik,22,Bangladesh,66,12,66,11,10,16,5,68,67,20,97
Matheesha Pathirana,19,Sri Lanka,66,12,66,11,10,16,5,66,72,34,78
Akash Singh,19,India,65,12,65,11,10,16,5,62,56,79,97
James Logan,24,England,64,12,64,11,10,16,5,74,72,20,31
Junaid Dawood,25,South Africa,64,12,64,11,10,16,5,69,68,23,68
Zeeshan Zameer,19,Pakistan,63,12,63,11,10,16,5,70,68,17,57
Ahitesh Varma,22,India,63,12,63,11,10,16,5,62,53,72,97
Saruk Hossain,21,India,62,12,62,11,10,16,5,68,53,88,52
Rony Chowdhury,26,Bangladesh,62,12,62,11,10,16,5,66,68,36,43
Priviledge Chesa,21,Zimbabwe,62,12,62,11,10,16,5,56,53,91,88
Khanya Dilima,22,South Africa,60,12,60,11,10,16,5,52,60,54,96
Himan Phukan,24,India,59,12,59,11,10,16,5,69,53,52,52
Tumelo Simelane,26,South Africa,57,12,57,11,10,16,5,62,58,40,47
Josh Kann,22,Australia,55,12,55,11,10,16,5,48,52,59,95
Nqabayomzi Peter,19,South Africa,53,12,53,11,10,16,5,57,47,57,56
Rinsangzela Hmamte,19,India,51,12,51,11,10,16,5,62,40,70,36
Jakob Bhula,22,New Zealand,50,12,50,11,10,16,5,57,40,25,84
Yves Kamanzi,22,South Africa,50,12,50,11,10,16,5,57,40,46,68
Atwell Mokgoloboto,21,South Africa,50,12,50,11,10,16,5,56,41,32,83
Suresh Vishweshwar,24,India,50,12,50,11,10,16,5,55,40,25,93
Elligaram Sanketh,22,India,49,12,49,11,10,16,5,57,40,59,43
Aveesha Keshan,21,Sri Lanka,47,12,47,11,10,16,5,46,41,27,90
Morgan Topping,22,Ireland,28,12,28,11,10,16,5,27,28,30,31
Charuka Tharindu,21,Sri Lanka,26,12,26,11,10,16,5,27,28,13,27
Risira Weerasuriya,21,Sri Lanka,25,12,25,11,10,16,5,27,28,28,6
Tom Cullen,30,England,27,26,24,36,20,15,78,27,27,17,8
Kumar Rajnish,28,India,27,20,26,31,15,15,14,27,27,10,34
Yab Niya,27,India,56,18,56,30,12,15,11,53,45,83,83
Chathuranga Jayathilake,30,Sri Lanka,25,19,24,28,15,15,20,27,27,22,5
Indiya Toku,27,India,25,16,25,24,10,15,6,27,27,23,12
Shashi Anand,24,India,43,15,43,23,9,15,5,43,40,32,69
Tahjibul Islam,17,Bangladesh,26,18,26,23,12,15,48,27,28,22,13
Sanatombaroy Laiphangbam,24,India,23,15,23,23,9,15,5,27,28,5,7
Ali Majid,30,Pakistan,55,19,55,22,20,15,27,61,43,59,75
Rahmat Ali,24,Bangladesh,26,15,26,22,9,15,5,27,28,8,33
Amir Sohil Bux,26,South Africa,26,15,26,22,9,15,5,27,28,6,38
Nzanthung Mozhui,26,India,25,15,25,22,9,15,5,27,28,15,10
Tana Tatar,26,India,23,18,23,22,9,15,60,27,28,8,6
Charith Rajapakshe,29,Sri Lanka,61,17,61,21,13,15,33,60,53,63,91
Iresh Chamara,27,Sri Lanka,43,17,43,21,9,15,60,54,38,30,33
Shamsul Islam,27,Bangladesh,26,15,26,21,9,15,5,27,27,22,20
Sharafuddeen,27,India,55,17,55,20,15,15,15,55,46,52,95
Cecil Pervez,37,Canada,63,17,63,17,16,15,31,64,60,94,38
Jayanta Behera,35,India,74,14,74,15,11,15,16,70,67,95,92
Elliot Hooper,25,England,75,12,75,13,9,15,5,71,71,91,94
Salman Nazar,30,Canada,69,13,69,12,9,15,25,72,70,23,97
Liam Hurt,27,England,58,14,58,12,9,15,50,59,60,19,85
Pradeep Dadhe,27,India,67,12,67,11,9,15,13,63,60,82,96
Mickey Edwards,27,Australia,63,14,63,11,9,15,60,58,53,89,97
Agrim Tiwari,25,India,63,12,63,11,9,15,5,66,68,36,59
Kyle Hodsoll,33,Bermuda,61,14,61,11,9,15,45,66,56,79,45
Akif Raja,29,United Arab Emirates,59,12,59,11,9,15,5,65,66,34,33
Raghu Sharma,28,India,58,13,58,11,9,15,30,63,57,38,64
Conor Olphert,25,Ireland,74,11,74,10,9,15,5,69,73,77,93
Mohit Avasthi,29,India,71,11,71,10,9,15,5,68,70,91,68
Kaleem Sana,28,Canada,68,11,68,10,9,15,5,69,60,65,96
Charlton Tshuma,28,Zimbabwe,64,11,64,10,9,15,5,65,67,22,90
Sooraj Rai,25,India,63,11,63,10,9,15,5,69,58,34,84
Malay Raj,18,India,63,11,63,10,9,15,5,62,70,77,28
Harsh Dubey,19,India,62,11,62,10,9,15,5,74,66,16,41
Abdul Ela Al Quraishi,24,India,62,11,62,10,9,15,5,65,58,94,38
Arpit Pannu,25,India,62,11,62,10,9,15,5,62,50,89,84
Ananta Saha,25,India,61,11,61,10,9,15,5,66,47,74,81
Abdul Gaffar,28,Bangladesh,54,11,54,10,9,15,5,57,45,68,63
Sheikh Jubayer Hassan,19,Bangladesh,54,11,54,10,9,15,5,57,40,50,97
Greg Ford,29,Ireland,53,11,53,10,9,15,5,41,81,13,28
B Shiva,25,India,51,11,51,10,9,15,5,54,38,91,52
Trinson Carmichael,29,United States of America,49,11,49,10,9,15,5,59,40,32,61
Prateek Jain,27,India,48,11,48,10,9,15,5,55,42,63,31
Irfan-ul-Haq,25,India,48,11,48,10,9,15,5,42,38,93,63
B Lalnunfela,19,India,46,11,46,10,9,15,5,62,40,14,38
Stefan Tait,25,South Africa,41,11,41,10,9,15,5,50,38,17,38
Sunil Salam,25,India,37,11,37,10,9,15,5,42,38,19,34
Deepesh Nainwal,24,India,26,11,26,10,9,15,5,27,28,22,21
Shreyas Movva,28,Canada,24,11,24,10,9,15,5,27,28,5,16
Daniel Smith,19,South Africa,24,11,24,10,9,15,5,27,28,11,6
Dilum Fernando,27,Sri Lanka,73,11,73,9,9,15,5,70,70,74,95
Siddhesh Neral,27,India,65,11,65,9,9,15,5,72,65,27,75
Ronan McDonald,29,Australia,62,11,62,9,9,15,5,59,67,83,31
Anunay Singh,29,India,61,11,61,9,9,15,5,57,58,90,56
Clive Chitumba,27,Zimbabwe,60,11,60,9,9,15,5,64,62,65,33
Chongtham Mehul,33,India,45,16,45,24,11,14,11,41,36,63,83
Wasantha Warnapura,40,Sri Lanka,62,16,62,20,8,14,45,58,58,91,64
Nalin Priyadarshana,31,Sri Lanka,64,15,64,18,12,14,22,69,66,22,77
Romesh Krishantha,31,Sri Lanka,47,15,47,18,14,14,16,46,50,63,18
Bobby Zothansanga,35,India,59,13,59,14,10,14,13,62,56,91,30
Kengo Bam,33,India,48,13,48,13,11,14,20,49,45,22,78
Daniel Jakiel,31,Zimbabwe,63,12,63,12,9,14,11,57,54,94,89
Shresth Nirmohi,30,India,56,13,56,12,10,14,23,62,56,20,64
Krishan Alang,30,India,68,10,68,9,8,14,5,65,62,84,84
Salman Mirza,28,Pakistan,66,11,66,9,9,14,5,57,60,95,97
Imran Ali,28,Bangladesh,62,11,62,9,9,14,5,55,53,94,95
Salauddin Sakil,32,Bangladesh,60,12,60,9,8,14,38,63,63,28,66
Parmesh Vaidik,33,India,55,10,55,9,8,14,5,57,56,30,69
Jack Leach,30,England,70,10,70,8,8,14,5,66,72,68,84
Raihan Uddin,30,Bangladesh,69,10,69,8,8,14,5,64,60,96,93
Sujit Yadav,30,India,50,10,50,8,8,14,5,59,36,30,94
Andrew Vanlalhruaia,35,India,41,10,41,8,8,14,5,41,38,61,28
Priyantha Rathnayake,32,Sri Lanka,27,16,27,20,8,13,60,27,27,34,21
